verified,location,followers_count,following_count,tweet_count,isFraud,un_no_of_char,un_special_char,un_uppercase,name_no_of_char,name_special_char,name_uppercase,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,account_age_in_days
0,0,1,0,205,1,14,0,0,13,0,0,0,0,0,1,1935
0,0,0,0,137,0,15,0,0,17,0,0,0,0,0,1,1885
0,1,52175,440,47609,0,11,0,1,25,0,1,0,1,0,1,2027
0,1,72,349,4138,1,15,0,0,5,1,0,0,0,0,1,3910
1,0,17140800,796,45448,0,12,0,0,15,0,1,0,0,0,1,5281
0,1,4,0,2372,1,11,0,1,18,0,1,0,0,0,1,4419
0,0,0,0,120,0,11,1,0,11,0,1,0,0,0,1,2089
0,1,121938,2,80429,1,11,0,0,9,0,1,2,0,0,1,4825
0,1,49320,47754,12006,1,14,1,1,15,0,1,0,0,1,1,4861
0,1,10236,2411,15847,0,10,0,1,44,1,1,0,0,0,1,2490
1,0,440357,306,14636,0,9,0,0,14,0,1,0,0,1,1,4517
0,1,0,0,89,1,11,0,1,12,0,1,0,0,0,1,3029
0,0,92,0,4845,1,13,1,0,8,0,1,0,0,0,1,3987
0,1,299,560,3954,0,15,0,0,16,0,1,4,0,0,1,4247
0,0,20,358,3379,1,9,0,0,6,0,0,0,0,0,0,4426
1,1,7213,657,47881,0,10,1,1,9,0,1,4,0,0,1,3095
0,0,4,0,18,1,11,0,1,4,0,0,0,0,0,0,3240
0,0,151,88,445,0,13,0,1,11,0,1,0,0,0,0,3752
1,1,652905,10,1311,0,13,0,1,12,0,1,0,0,0,1,4524
0,1,12460,603,8617,0,15,0,0,16,0,1,0,0,0,1,4946
0,0,5708,928,29893,0,11,0,1,16,0,1,1,0,0,1,4963
0,1,1502359,141,97270,1,9,0,0,18,0,0,0,0,0,1,3968
0,1,353049,538,1644,0,14,0,0,15,0,1,0,0,0,1,5101
0,0,123,686,7610,0,12,0,1,13,0,1,0,0,0,1,4708
0,0,125,229,6726,0,9,0,0,8,0,0,0,0,0,1,3758
0,1,85,0,10614,1,10,0,0,11,0,0,0,0,0,1,4265
1,0,1280485,645,7563,0,13,0,0,14,0,1,0,0,0,1,4437
0,0,10,1,2843,1,14,0,0,4,0,1,0,0,0,0,3152
1,1,57034,2209,27276,0,10,0,1,19,0,1,0,0,0,1,4786
1,1,1047648,2591,8168,0,9,0,0,17,0,1,1,0,0,1,4563
0,1,36487,14747,57933,1,11,0,0,11,0,0,0,0,0,1,3895
0,1,19,57,1444,1,14,0,1,11,0,1,0,0,0,0,3988
0,1,1446,185,6828,1,14,0,0,16,0,1,0,0,0,1,4835
0,0,0,0,159,0,15,1,1,14,0,1,0,0,0,1,2226
1,1,897277,221,1577,0,11,0,0,12,0,1,4,0,0,1,5055
1,1,4789697,690,5736,0,10,0,1,7,0,1,0,1,0,1,3869
0,1,24,48,3531,1,15,0,0,6,0,1,0,0,0,1,3734
0,1,1270,776,107035,0,13,0,0,1,0,0,0,0,0,1,4142
0,0,1027,791,276941,1,10,1,0,10,0,1,0,0,0,1,3205
0,0,2,0,213,0,10,0,1,13,0,1,0,0,0,1,2225
0,1,45,44,339,0,11,0,0,12,0,1,0,0,0,0,1942
0,1,0,19,341,1,12,0,0,4,0,1,0,0,0,1,2192
0,1,125,528,5908,0,12,1,1,11,0,1,0,0,1,1,2385
0,1,22,236,282,1,12,0,0,10,0,0,0,0,0,1,2011
0,1,5,66,1734,1,14,0,1,12,0,1,0,0,0,1,3164
0,1,2435,1521,30230,0,12,1,0,24,0,1,1,0,0,1,1781
0,1,40,363,425,0,8,0,0,5,0,0,0,6,0,1,3822
0,1,161073,852,27905,0,13,0,1,12,0,1,0,0,1,1,4870
1,0,1695400,132,19704,0,14,0,1,11,0,1,0,0,1,1,3579
0,0,41,0,950,1,13,1,1,13,0,1,0,0,0,1,4264
0,1,91,0,3267,0,15,0,1,1,0,0,0,0,0,1,4183
0,0,6,44,11,1,13,0,1,13,0,1,0,0,1,1,2957
0,1,0,0,488,1,8,0,0,6,0,1,0,0,0,1,2616
0,1,358,63,1925,1,6,0,0,12,0,1,1,0,0,1,3676
0,0,43,182,1899,0,7,0,1,3,0,1,0,0,0,1,1577
0,1,23665,1998,17752,0,8,0,0,7,0,1,0,0,0,0,3595
0,0,20,405,118,1,7,0,0,1,0,0,0,0,0,1,2822
0,1,626,902,3604,1,15,1,1,15,0,1,0,0,0,1,4811
0,1,95,1092,11293,0,9,0,1,10,0,1,0,0,0,1,1876
0,0,8,37,1326,1,14,0,1,12,0,1,0,0,0,1,2243
0,0,1,0,174,0,15,0,1,14,0,1,0,0,0,1,2225
0,0,419,1088,3000,0,14,0,1,14,0,1,0,0,1,1,3935
0,1,4039,311,3198,0,14,0,1,14,0,1,5,1,0,1,3692
1,0,136806,1434,30459,0,13,0,0,14,0,1,4,0,0,1,4992
1,1,1869763,979,83969,0,10,0,0,15,0,1,3,0,0,1,5150
0,1,1132,1780,28687,0,13,0,0,20,1,0,0,0,0,1,3069
0,0,722,879,15391,0,10,0,1,12,0,1,0,0,0,1,4783
0,1,2083,1334,28400,0,10,0,0,16,0,1,3,0,1,1,5579
0,0,78,140,2095,0,15,0,0,14,0,1,0,0,0,1,4408
0,1,59,139,1705,1,10,0,0,10,0,0,0,0,0,0,3671
1,1,1047525,10422,18664,0,10,0,1,11,0,1,0,0,0,1,4981
1,1,788135,6743,73700,0,9,0,1,10,0,1,1,0,1,1,5574
1,1,74323,442,17950,0,14,0,1,14,0,1,0,0,1,1,3716
0,1,4,71,317,1,10,0,0,15,0,1,0,0,0,0,4767
0,1,11,51,1884,1,12,0,0,12,0,0,0,0,0,0,3991
0,1,104,155,4202,1,12,1,1,7,0,1,0,1,0,1,3477
0,1,1164,864,101931,0,15,1,1,3,0,0,0,0,0,0,4284
0,0,1504,242,31589,0,10,1,1,4,0,1,0,0,0,1,3736
0,1,189,84,1201,0,15,0,1,11,0,1,0,0,0,1,3146
0,1,2172,1708,336502,1,12,1,0,19,0,1,0,0,1,1,4319
0,0,6,0,1516,1,5,0,0,5,0,0,0,0,0,0,3122
0,0,194,167,6521,0,12,0,1,6,0,1,0,0,0,0,3470
0,1,26,337,3063,1,12,0,0,8,0,1,0,0,0,1,4875
0,1,602,758,2869,0,10,0,0,22,0,1,0,0,0,1,4763
0,1,828,458,13980,0,10,0,0,9,0,0,0,0,0,1,3216
0,0,40928,43,1232,0,13,1,1,20,0,1,0,0,0,1,3746
0,1,182,617,13890,0,11,0,1,2,0,0,0,0,0,1,3278
0,1,7327,697,6260,0,15,0,0,11,0,1,0,0,0,1,4948
0,0,174,145,4236,0,11,0,0,14,0,1,0,0,0,1,3723
0,1,154,432,1698,0,15,0,1,16,0,1,0,0,0,1,3502
0,1,72570,385,17056,0,14,0,0,11,0,1,1,0,1,1,4838
1,1,190404,968,38152,0,14,0,1,24,0,1,3,0,0,1,4083
1,0,7152,1985,8356,0,8,0,1,14,0,1,5,0,0,1,2531
0,1,782,3,10509,1,9,0,1,10,0,1,2,0,0,1,2951
1,1,1106155,366,9132,0,14,0,0,14,0,1,0,0,1,1,5676
0,1,715,531,6113,0,13,0,1,43,1,1,0,0,0,1,2801
1,1,8720220,145,15742,0,5,0,1,9,0,0,0,0,1,1,4952
0,1,11,0,3137,1,13,0,0,10,0,1,0,0,0,0,3858
1,1,853478,360476,15776,0,6,0,0,11,0,1,0,0,0,1,5116
0,1,47,222,2224,1,12,0,1,17,0,1,0,0,0,1,2541
1,1,4776051,163,20560,0,7,0,0,13,0,0,0,0,0,1,4560
0,1,1625,1177,36739,0,10,0,0,9,0,0,0,0,0,1,4189
0,1,98,226,1959,0,8,0,0,14,0,1,0,0,0,1,4609
0,1,1,0,2690,1,14,0,1,11,0,1,0,0,0,1,2105
0,1,692,0,27486,1,11,0,1,16,0,1,0,2,0,1,5087
0,1,15571,210,4494,0,13,0,1,19,0,1,0,0,0,1,4645
0,1,471778,254313,54679,1,11,1,1,11,0,1,0,0,0,1,4739
0,1,78,55,2759,1,10,0,0,12,0,0,0,0,0,0,3907
1,1,83075,786,11245,0,10,0,0,14,0,1,0,1,0,1,4629
0,1,112,344,9761,0,7,0,0,2,0,0,0,0,0,1,4957
0,1,189268,75201,176513,0,12,0,1,16,0,0,0,0,0,0,4454
0,1,26,155,1824,1,9,0,0,9,0,1,0,0,0,0,4835
0,1,103,8,1459,1,8,0,1,11,1,0,0,0,0,1,1470
1,0,686162,391,17519,0,15,0,1,14,0,1,2,0,0,1,4922
1,1,2424531,91,19509,0,12,0,1,13,0,1,2,0,0,1,4600
0,1,153,238,8754,0,13,0,1,14,0,1,0,0,0,1,4812
0,0,2,0,16,1,11,0,0,8,0,0,0,0,0,0,4061
0,1,47,632,1863,0,8,0,0,4,0,1,0,0,0,1,4917
1,0,26694994,54167,15473,0,11,0,1,12,0,1,0,0,0,0,4032
0,0,25,657,3080,1,12,0,0,14,0,1,0,0,0,1,3383
0,1,38,209,313,0,10,0,0,17,0,1,0,0,0,0,4114
0,1,42,139,20341,0,8,1,0,4,0,1,0,0,0,1,2814
0,0,1,0,253,0,14,0,0,13,0,0,0,0,0,1,1898
0,1,29277,691,6207,0,14,0,1,15,0,1,1,0,0,1,4663
0,0,491,294,19768,0,15,0,0,3,0,1,0,0,0,1,2662
0,1,430941,476641,44094,1,9,0,1,12,0,1,1,3,0,1,4860
1,0,1166089,582,24324,0,10,0,1,11,0,1,0,0,0,0,3868
0,0,0,0,152,1,15,0,0,11,0,0,0,0,0,1,1935
0,0,4898,4670,65258,1,11,0,1,11,0,1,0,4,0,1,2031
0,0,6,103,1993,1,13,0,0,2,0,0,0,0,0,0,2503
0,1,29,88,3058,1,7,0,0,11,0,1,0,0,0,0,2733
0,1,24,116,6,0,14,0,1,16,0,1,0,8,0,1,3922
0,0,122,0,2944,0,9,0,0,7,0,1,0,0,0,1,3630
0,1,5,236,942,1,10,0,1,20,0,1,0,0,0,1,4255
0,1,202984,0,150,0,14,1,1,12,0,1,0,0,0,1,3381
0,1,450,1273,49006,0,5,0,1,7,0,1,0,0,0,1,4952
0,0,59,280,16508,1,14,0,1,29,0,1,0,0,0,1,3846
0,1,938,813,20842,0,13,1,0,12,0,0,0,0,0,1,3263
1,0,443912,588,20859,0,10,0,1,11,0,1,0,0,0,1,4809
0,1,673,2893,21563,0,15,0,0,5,0,1,1,1,0,1,2089
0,1,229,510,6882,0,12,1,0,13,0,0,0,0,0,1,1925
0,1,479,1213,14443,1,13,0,1,13,0,1,0,0,0,1,2086
0,1,96249,112111,35670,1,8,0,0,19,0,0,0,0,0,1,3671
0,1,248,203,1665,1,11,0,0,14,0,0,0,0,0,1,3299
0,0,366,402,13052,0,14,0,0,4,0,1,0,0,0,0,2955
0,1,1389,1387,8982,0,11,0,1,19,0,1,3,0,0,1,2970
0,1,174,668,10753,1,13,0,0,6,0,0,0,0,0,0,3724
0,0,31,108,2916,1,12,0,0,10,0,1,0,0,0,0,3251
0,1,9118,9168,9844,0,10,0,1,11,0,1,0,0,1,1,4921
0,1,1143,551,4736,0,15,0,0,16,0,1,3,0,1,1,4681
0,0,0,0,127,0,15,0,0,18,0,1,0,0,0,1,2225
0,0,340,1996,39780,0,9,0,0,4,0,1,0,0,0,1,4854
0,1,114,512,1490,0,11,0,0,6,0,0,0,0,0,0,4716
0,1,589,582,1201,0,7,0,1,19,0,1,0,0,0,1,2240
0,0,746,2277,39371,0,15,0,1,6,0,1,0,0,0,0,2189
0,1,51,885,6474,1,10,0,1,9,0,1,0,0,0,1,2274
0,1,7,0,7,1,15,0,1,17,0,1,0,0,0,0,3233
0,0,443,865,9109,1,11,0,0,9,0,1,0,0,0,0,2821
0,0,14,0,166,1,13,0,0,15,0,0,0,0,0,1,1933
0,1,1988,1436,3906,0,10,1,0,4,0,0,0,0,0,1,3441
0,1,11,109,27,1,12,0,0,8,0,1,0,0,1,1,2604
0,0,1,0,197,0,14,1,0,14,0,1,0,0,0,1,2226
1,0,113383,1045,85903,0,11,0,0,11,0,1,0,0,0,1,4329
0,1,0,0,122,1,13,0,0,8,0,1,0,0,0,1,2049
0,1,335,694,1358,0,14,0,1,19,0,1,0,1,1,1,4910
1,1,5915,1359,120,0,12,0,0,13,0,1,1,0,0,1,4897
0,1,13,32,2889,1,15,0,1,17,0,1,0,0,0,0,4356
0,1,192,0,8094,0,10,0,0,10,1,1,0,0,0,1,4093
0,1,305,0,130,1,10,0,1,12,0,1,0,0,1,1,4913
0,1,64923,3185,38,0,6,1,1,1,0,0,0,0,0,1,3533
1,1,8324,479,34733,0,12,0,0,13,0,1,1,0,0,1,4822
0,1,1001,0,1803,0,8,0,1,17,0,1,0,0,0,1,4905
0,0,1427,912,21459,0,15,0,0,5,0,1,0,0,0,1,3186
0,0,2356,4515,73045,0,12,1,1,27,0,1,4,0,0,1,4441
0,1,232,402,1869,1,11,0,1,8,0,1,0,0,0,1,4001
0,0,6,0,3006,1,12,1,1,5,0,1,0,0,0,0,3693
1,0,1947570,445,54168,1,6,0,1,15,0,1,0,1,0,1,4279
0,1,126,138,9635,1,10,0,0,9,0,0,0,0,0,1,4394
0,1,77,568,2785,0,9,0,0,13,0,1,0,0,0,1,4035
1,1,147969,1151,11940,0,14,0,1,15,0,1,0,0,0,1,4471
0,1,1598,2582,5779,0,13,0,1,16,0,1,0,0,0,1,2417
0,1,1575,1135,87414,0,11,1,0,13,1,0,0,0,0,1,2135
0,1,698,929,18676,0,9,0,0,7,0,1,0,1,0,1,2411
0,1,797,1084,63523,0,10,0,1,10,1,0,0,0,0,1,2189
0,0,8,0,64,1,10,0,0,12,0,1,0,0,1,1,2223
0,1,539,1131,2482,0,12,0,1,16,0,1,1,0,0,1,2402
0,1,5298,1258,10109,0,12,0,1,31,0,1,0,0,0,1,2098
1,1,1543903,377,3224,0,11,0,0,12,0,1,6,0,0,1,4811
0,1,17,96,3016,1,12,0,0,5,0,1,0,0,0,1,3356
0,0,191,751,332,0,13,1,1,20,0,1,0,13,0,1,2372
0,1,22,87,1470,0,13,0,1,9,0,1,0,0,0,1,4979
0,0,685,989,25616,1,10,0,1,10,0,1,0,0,0,1,3968
0,1,436,370,11455,0,10,1,0,13,0,1,0,0,0,1,2785
1,1,6275,2874,16604,0,14,0,0,15,0,1,2,0,1,1,3910
0,1,43,339,1488,0,10,0,0,18,0,0,0,0,0,0,4916
0,1,184,228,226,1,14,0,0,18,0,1,0,0,0,1,1849
0,0,218,120,848,0,11,0,0,19,0,1,0,0,0,0,4853
0,1,3416,4876,2652,0,13,0,0,11,0,1,0,5,0,1,3950
0,1,277,116,3471,1,15,0,0,16,0,1,0,0,0,1,4114
0,1,2460,1472,49203,0,8,0,0,14,0,1,0,0,0,1,4947
1,1,3686894,422,19376,0,10,0,1,11,0,1,0,0,0,1,4722
1,0,3159408,73,861,0,11,0,1,12,0,1,0,0,0,1,4135
0,1,82,88,3300,1,12,0,1,10,0,1,0,0,0,0,4917
0,0,5530,6064,13400,1,9,1,1,9,0,1,0,0,1,1,2880
1,1,627936,51140,13022,0,14,0,0,15,0,1,0,0,1,1,4938
0,1,200,469,20839,1,14,0,1,18,0,1,0,0,0,0,3859
0,1,138,0,9820,0,12,0,1,12,0,1,0,0,0,1,4607
1,1,37204,1099,26196,0,10,0,0,10,0,0,0,0,0,1,4919
0,1,953,267,8929,0,7,1,0,6,0,0,0,0,0,0,3132
0,0,0,0,117,0,12,0,0,16,0,0,0,0,0,1,1888
1,1,4335445,846,21631,0,8,0,1,16,0,1,0,1,0,1,4812
1,1,148234,39,11466,0,15,0,1,16,0,1,0,0,0,1,4208
1,1,281748,1309,34655,0,8,0,0,14,0,0,0,0,0,1,3639
0,0,5,100,1826,1,12,0,0,6,0,0,0,0,0,0,3529
0,1,2102,1942,229365,0,11,1,0,12,0,1,0,0,0,1,4272
0,1,682,673,48836,0,11,0,0,23,0,0,0,2,0,1,4909
0,1,9029,9312,76957,0,6,0,1,4,0,1,0,3,0,1,3490
0,0,29,62,168,0,14,1,0,14,0,1,0,0,0,1,1464
1,1,261340,1702,80752,0,14,0,0,16,0,0,0,0,0,1,4798
0,0,765,1282,254,0,12,0,0,5,0,1,0,0,0,0,3101
0,1,2018,892,8005,0,15,0,0,19,0,0,0,0,0,1,2280
1,0,1238734,456,18871,0,12,0,1,18,0,1,0,0,0,1,4294
0,1,409,0,3888,0,15,0,1,13,0,1,0,0,0,1,2949
0,1,921,762,21005,0,8,0,0,5,0,0,0,0,0,1,3005
0,1,191,673,308,0,8,0,0,11,0,1,0,0,0,0,3187
0,1,819,541,4104,0,7,0,0,10,0,1,7,0,0,1,4119
0,0,52,207,2867,1,10,0,0,8,0,1,0,3,0,1,4016
0,1,2,70,45,0,15,0,1,8,0,1,0,0,0,0,1537
0,0,3,0,2201,1,13,1,0,19,0,1,0,0,0,0,3688
0,1,7,59,1807,1,7,1,0,5,0,1,0,0,0,0,4896
0,0,27148,129,6836,0,15,0,0,15,0,1,0,0,0,0,4951
0,1,345,596,19003,0,10,0,0,15,0,1,0,1,0,1,4905
0,1,3615,2091,10738,0,13,0,0,16,0,1,3,1,0,1,4462
1,1,2561368,345,3561,0,15,1,1,15,0,1,0,0,0,0,4660
0,1,11,0,271,1,10,0,0,11,0,1,0,0,0,1,3962
0,1,903,2156,43815,0,14,0,1,8,0,0,1,0,0,1,3371
0,1,35,0,3214,1,10,0,0,10,0,0,1,0,0,1,5141
0,1,70,2778,3453,1,9,0,0,13,0,1,0,0,0,0,4806
0,0,3,5,1956,1,9,0,0,7,0,1,0,0,0,0,2437
1,1,98833,898,19547,0,11,0,1,12,0,1,1,1,0,1,4125
0,0,51,227,297,1,14,0,0,15,0,1,0,0,0,1,4055
0,1,715,1521,36088,0,15,0,1,25,0,1,0,6,0,1,3008
0,0,120,37,5701,1,6,0,1,13,0,1,0,0,0,0,4125
0,0,8,9,203,1,13,0,0,4,0,0,0,0,0,0,2813
0,1,979,4992,84460,1,9,0,0,7,0,1,0,0,0,1,4913
1,1,9183,4760,34709,0,15,0,0,20,0,1,0,0,0,1,5023
1,1,10982,3704,5124,0,10,1,1,10,0,1,0,0,0,1,4943
0,1,9,52,1804,0,15,0,0,17,0,1,0,0,0,0,4958
0,1,146,0,11355,0,12,0,0,12,0,0,0,0,0,1,4171
0,1,296,2243,3803,0,14,1,1,11,0,1,0,0,0,1,4965
1,1,71982,549,10715,0,14,0,1,20,0,1,0,0,0,1,4828
0,1,34,0,3571,1,14,0,0,16,0,1,0,0,0,1,4226
0,0,760,18,5991,1,14,1,0,14,1,0,2,0,0,1,3073
1,0,806960,338,8098,0,12,0,1,13,0,1,0,0,0,0,3804
0,1,16,2030,2942,1,8,0,1,17,0,0,0,0,0,0,4124
0,0,1378,771,42241,0,13,0,1,6,0,1,0,0,0,1,3765
1,1,1333886,479,468888,1,5,0,0,19,1,0,0,0,1,1,4882
0,1,2039,775,55984,0,15,1,1,13,0,1,0,1,0,1,4963
0,1,567,378,7142,0,10,0,1,11,0,1,0,0,0,0,3749
0,0,113,0,12609,1,9,1,0,8,0,0,0,0,0,1,2455
1,0,815089,20251,26718,0,9,0,1,13,0,1,0,0,0,1,4713
0,1,626,519,6566,0,15,0,0,5,0,0,0,0,0,0,2768
1,1,1282,158,5192,0,11,0,1,12,0,1,0,1,0,1,4384
1,1,11742,3692,125722,0,8,0,1,27,0,1,2,0,0,1,4881
1,1,4292,3195,15065,0,13,0,1,13,0,1,3,0,0,1,4420
0,1,1030,3095,11719,0,11,0,1,12,0,1,0,0,0,1,3980
0,1,48,106,2331,0,12,0,1,4,0,1,0,0,0,0,3192
0,1,10428,17247,7008,0,15,0,1,13,0,0,0,0,0,1,2744
0,1,770687,1017,3616,0,6,0,0,3,0,0,0,0,0,1,4629
0,1,173113,4061,9386,0,15,0,1,16,0,1,0,0,1,1,4973
0,0,100,147,5863,1,8,0,0,7,0,1,0,0,0,0,2810
0,1,386,0,7100,0,10,0,1,5,0,1,0,0,0,1,4633
1,1,38891,1715,59218,0,13,0,0,14,0,1,0,0,1,1,4907
0,0,2762,893,38156,0,9,0,0,3,0,1,0,0,0,1,3467
0,0,18,0,164,1,15,0,0,16,0,1,0,0,0,1,3296
1,1,540356,820,161127,0,12,0,1,14,0,1,0,1,0,1,4880
0,0,9,0,35,1,11,0,0,10,0,1,0,0,1,1,4292
0,1,35,0,1877,0,13,1,1,7,1,0,0,0,0,1,3771
0,1,95,95,563,0,13,0,1,14,0,1,0,0,0,1,1868
0,1,238,11,1095,0,6,0,1,6,0,1,0,0,0,1,2630
0,1,10,0,2166,1,13,0,0,11,0,1,0,0,0,1,4245
1,1,9938,7033,68007,0,13,0,1,14,0,1,4,1,0,1,2935
0,1,254,245,53933,0,12,1,0,9,0,1,0,0,0,1,1938
0,1,1972,607,16307,0,6,0,0,16,0,1,0,1,0,1,5087
0,1,167,236,3373,0,12,0,0,10,0,1,0,0,0,0,4638
0,1,344,425,8310,0,7,0,0,18,0,1,0,0,0,1,2939
0,0,0,0,1,0,13,0,0,5,0,1,1,0,0,1,1621
0,1,442,2084,3814,0,8,0,0,13,0,1,0,0,0,1,4636
1,1,35841,3922,12617,0,15,0,0,16,0,1,1,0,0,1,4470
0,0,33564,904,129789,0,11,0,0,10,0,1,0,0,1,1,4872
0,1,2819,0,14305,0,14,0,0,15,0,1,5,0,0,1,4918
0,0,0,0,143,0,15,0,0,16,0,1,0,0,0,1,2225
0,0,622746,534,3787,0,15,1,0,14,0,0,0,0,0,1,4656
0,1,60,73,3091,1,9,0,0,15,0,1,0,0,0,1,4876
0,0,39,655,6190,1,13,1,1,14,0,1,0,0,0,1,3445
0,0,5,0,223,0,11,0,1,11,0,1,0,0,0,0,3416
1,0,3551348,64,502,0,12,0,0,4,0,1,1,0,0,1,4107
0,1,13,22,2704,1,14,0,1,12,0,1,0,0,0,0,4141
0,1,69698,48190,50950,1,11,0,1,9,1,1,0,3,0,1,3094
1,1,4395071,343,18137,0,9,0,0,13,0,1,0,0,0,1,4551
0,1,239,208,2450,0,14,1,0,14,0,1,0,0,0,1,3578
0,1,957,193,15829,0,13,0,1,14,0,1,1,4,0,1,4603
0,0,7,16,2177,1,9,1,0,3,0,0,0,0,0,0,3803
0,1,581,276,16799,0,10,0,0,5,0,0,0,0,0,1,3503
1,1,2384809,343,31668,0,9,0,1,13,0,1,0,0,0,1,4823
0,0,61083,37528,9769,0,12,0,1,11,0,1,2,6,0,1,3055
0,1,8950,4682,5355,0,13,0,1,13,1,0,0,0,1,1,4947
0,1,40,72,907,1,11,0,0,14,0,1,0,0,0,0,4236
0,1,122,121,87,0,11,0,1,10,0,1,0,0,0,1,1902
0,0,5,2,37856,1,15,0,1,12,0,1,0,0,0,1,1983
0,0,8,0,22,1,14,0,1,14,0,1,0,0,1,1,1929
0,1,872,245,5867,0,13,0,0,8,0,0,0,0,0,1,1990
0,1,364,0,7110,1,13,0,0,6,0,0,0,0,0,1,3486
0,1,114,303,1584,0,13,1,0,11,0,1,0,0,0,1,1676
0,1,15,323,46,1,8,0,0,14,0,1,0,0,0,0,2671
0,1,1287,390,2357,0,15,0,0,33,0,1,1,2,0,1,2886
0,1,27,318,2264,0,14,0,1,15,0,1,0,0,0,1,3649
1,1,252000,751,14428,0,11,0,1,12,0,1,0,0,0,1,4904
0,0,64,753,497,0,9,0,0,13,0,1,0,0,0,1,4317
0,1,277,415,725,0,14,1,0,18,0,1,0,0,0,1,4311
0,0,72,0,3143,0,15,0,1,16,0,1,0,0,0,0,3988
0,0,2,0,827,1,13,0,0,7,0,1,0,0,0,0,2635
0,1,5390,5242,67019,0,13,1,1,17,0,1,0,0,0,1,3170
1,1,5321,967,92676,0,8,1,1,4,0,1,2,0,0,1,4799
1,1,2057311,616,21904,0,7,0,0,7,0,1,1,0,0,1,4795
0,1,315,522,4584,0,8,0,1,11,0,1,0,0,0,1,4892
1,0,46780,2,3337,0,14,1,0,14,0,1,0,0,0,1,1982
0,1,373,1065,4386,0,15,0,0,12,0,1,0,0,0,1,4529
0,1,33,340,356,0,14,0,1,14,0,1,0,0,0,0,4042
0,1,83,186,7104,0,9,0,1,1,0,0,0,0,0,1,4756
1,1,996877,206,2197,0,15,1,0,10,0,1,0,0,0,1,2618
1,1,12921,2225,30537,0,11,0,0,12,0,1,0,0,1,1,4967
0,1,570,1021,859,1,15,0,0,11,0,1,0,11,0,1,1898
0,1,275,867,3247,1,12,0,1,9,0,1,0,0,0,1,3165
0,1,8,60,290,1,6,0,0,2,0,1,0,0,0,0,2971
0,0,38,0,1671,1,6,0,0,14,0,1,0,0,0,0,4817
0,1,1267,716,74065,0,15,0,1,3,0,1,0,0,0,1,4656
0,0,393,288,15284,0,9,1,0,6,0,0,0,0,0,1,3685
0,0,2,0,30,1,6,0,0,13,0,1,0,0,1,1,1866
0,1,317,543,2102,0,7,0,1,24,0,1,0,0,0,1,3396
1,1,3171398,703,6625,0,9,0,0,10,0,0,0,0,0,1,4790
0,1,4565,4621,55632,1,10,0,1,13,0,1,0,5,0,1,3043
1,1,91426,765,17963,0,13,0,1,13,0,0,1,0,0,1,4060
0,0,322,221,1236,0,9,0,1,10,0,1,0,0,0,1,2656
0,1,80250,72238,26335,1,15,0,0,9,0,1,0,0,0,1,3306
0,1,1606,89,65282,0,11,0,1,19,1,0,1,0,0,1,1869
0,0,12,170,1343,0,8,0,0,8,0,1,0,0,0,0,1921
0,1,739,1525,1450,0,8,0,1,16,0,1,0,1,0,1,1936
0,0,2109,1070,87693,0,9,0,0,7,0,0,1,0,0,1,3124
0,1,2455,1533,145162,1,12,0,0,19,0,0,0,0,0,1,2869
0,1,151,452,7948,0,14,0,1,11,0,0,0,1,0,1,4273
0,0,573,1747,33101,0,13,1,0,1,0,0,0,0,0,0,3384
0,1,114,339,4053,0,8,1,0,6,0,1,0,0,0,0,3948
0,0,6,0,381,1,15,0,0,13,0,1,0,0,0,1,2241
0,1,752,183,39638,0,12,1,1,6,0,1,0,0,0,1,3745
0,1,205,292,3712,0,12,1,0,30,1,1,0,0,0,1,4907
0,0,1042,4840,182962,1,11,0,1,6,0,1,0,2,0,1,3909
1,1,1720360,152,388954,1,15,0,0,17,0,1,1,0,0,1,4901
1,1,869410,405,10603,0,14,0,1,13,0,1,0,0,1,1,4469
0,0,12,30,1326,1,15,0,1,13,0,1,0,0,0,1,2226
0,0,36,0,109,1,10,0,1,16,0,1,0,0,1,1,3541
0,1,32,420,76,1,12,0,0,5,0,1,0,0,0,0,3777
0,1,1599,209,104221,0,8,0,0,7,0,0,0,0,0,1,4394
0,0,70,88,1168,0,11,0,1,12,0,1,0,0,0,1,4843
0,0,58,169,382,1,15,0,1,16,0,1,0,0,0,0,2576
0,1,2191052,919,20910,0,11,0,1,12,0,1,0,0,0,1,4828
0,1,38,4,1288,1,12,0,0,18,0,1,2,0,0,1,1846
0,1,1249,1253,2763,0,14,1,0,10,0,1,0,6,0,1,4021
0,1,60,437,95,0,9,0,1,12,0,1,0,0,0,0,4971
0,1,14268,880,30531,1,12,0,1,11,0,1,0,2,0,1,3492
0,1,613,1569,7949,0,8,0,1,3,0,1,0,0,0,0,3247
0,0,107,131,725,1,8,0,1,5,0,1,0,0,0,1,2883
0,1,1343,420,52933,0,14,0,0,5,0,0,0,0,0,1,3561
0,0,3,80,215,1,10,0,0,15,0,1,0,0,0,0,2800
1,1,1022,804,6660,0,10,0,0,19,0,1,6,0,0,1,4817
0,1,4938,167,28135,0,14,0,1,6,0,1,0,0,0,1,3204
0,1,180,23,16496,1,12,0,1,13,0,1,1,0,0,1,2043
0,1,2559,3093,364862,0,5,1,1,13,1,1,0,5,0,1,5260
0,1,16,0,802,0,8,0,1,9,0,1,0,0,0,0,4278
0,1,1803,782,16784,0,13,0,1,2,0,1,0,2,0,1,2343
